EMPRESA,ANO,TIPO
PIZZARIA ÁGUA NA BOCA,2022,ALIMENTAÇÃO FORA DO LAR
PIZZARIA ÁGUA NA BOCA,2018,ALIMENTAÇÃO FORA DO LAR
PIZZARIA COLISEU,2016,ALIMENTAÇÃO FORA DO LAR
PIZZARIA DOM LAZZIO,2023,ALIMENTAÇÃO FORA DO LAR
PIZZARIA E RESTAURANTE NEVADA,2009 / 2010,ALIMENTAÇÃO FORA DO LAR
PIZZARIA PAULISTA,2024,ALIMENTAÇÃO FORA DO LAR
PLANETA TUR,2024,AGÊNCIA DE VIAGENS 
PLANETA TUR,2023,AGÊNCIA DE VIAGENS 
PLUS EMPREENDIMENTOS,2025,LOJAS DE VAREJO
PODIUM ACADEMIAS,2024,ACADEMIA
POINT DO LAGO,2023,ALIMENTAÇÃO FORA DO LAR
POLLGREEN IRISH PUB,2019,ALIMENTAÇÃO FORA DO LAR
POLLGREEN IRISH PUB,2024,ALIMENTAÇÃO FORA DO LAR
PONTO DO CUPIM,2016,ALIMENTAÇÃO FORA DO LAR
PORTO DAS DUNAS BOUTIQUE PRAIA HOTEL,2023,HOSPEDAGEM
PORTO DAS DUNAS BOUTIQUE PRAIA HOTEL,2024,HOSPEDAGEM 
POSTO FROTAS,2025,LOJAS DE VAREJO
POSTURE FISIOTERAPIA,2022,SERVIÇOS DE SAUDE
POUSADA & RESTAURANTE CARCARÁ,2022,HOSPEDAGEM
POUSADA ALMOFALA BEACH,2022,HOSPEDAGEM
POUSADA ALMOFALA BEACH,2023,HOSPEDAGEM
POUSADA ALVORADA,2024,HOSPEDAGEM 
POUSADA AMOR A MAR,2023,HOSPEDAGEM
POUSADA AMOR A MAR,2019,HOSPEDAGEM 
POUSADA ARCO ÍRIS,2024,HOSPEDAGEM 
POUSADA AREIAS DE FLECHEIRAS,2025,HOSPEDAGEM 
POUSADA BAOBÁ JERI ,2024,HOSPEDAGEM 
POUSADA BOUGAINVILLE ICARAI,2024,HOSPEDAGEM 
POUSADA BOUGAINVILLE ICARAI,2023,HOSPEDAGEM
POUSADA BRISA DEL MAR,2023,HOSPEDAGEM
POUSADA BRISA DEL MAR,2022,HOSPEDAGEM
POUSADA BRISA DO RIO,2025,HOSPEDAGEM 
POUSADA CABANAS DA SERRA,2022,HOSPEDAGEM
POUSADA CAFÉ BRASIL,2025,HOSPEDAGEM 
POUSADA CAFÉ ZAPATA,2022,HOSPEDAGEM
POUSADA CANOÉ BRASIL,2024,HOSPEDAGEM 
POUSADA CANOÉ BRASIL,2023,HOSPEDAGEM
POUSADA CAPITÃO THOMAZ,2023,HOSPEDAGEM
POUSADA CAPITÃO THOMAZ,2024,HOSPEDAGEM 
POUSADA CASA DO ANGELO,2024,HOSPEDAGEM 
POUSADA CASA DO ANGELO,2019,HOSPEDAGEM 
POUSADA CASA DO ANGELO,2017,HOSPEDAGEM
POUSADA CASA DO ANGELO,2015,HOSPEDAGEM
POUSADA CASA DO ANGELO,2014,HOSPEDAGEM
POUSADA CASA DO ANGELO,2022,HOSPEDAGEM
POUSADA CASA DO ANGELO,2016,HOSPEDAGEM
POUSADA CASA DO ANGELO,2013,HOSPEDAGEM
POUSADA CASA DO ANGELO,2011 / 2012,HOSPEDAGEM
POUSADA CASA DO ANGELO,2009 / 2010,HOSPEDAGEM
POUSADA CASA DO ANGELO,2023,HOSPEDAGEM
POUSADA CATAVENTO HOSPEDAGEM E TRANSPORTE,2022,HOSPEDAGEM
POUSADA CATAVENTO HOSPEDAGEM E TRANSPORTE,2024,HOSPEDAGEM 
POUSADA CATAVENTO HOSPEDAGEM E TRANSPORTE,2023,HOSPEDAGEM
POUSADA CHEZ LORAN VIP,2016,HOSPEDAGEM
POUSADA CHEZ LORAN VIP,2019,HOSPEDAGEM 
POUSADA CHEZ TOI,2024,HOSPEDAGEM 
POUSADA COCO BABAÇU,2025,HOSPEDAGEM 
POUSADA DA JOSY,2019,HOSPEDAGEM 
POUSADA DA JOSY,2018,HOSPEDAGEM
POUSADA DA JOSY,2017,HOSPEDAGEM
POUSADA DA JOSY,2016,HOSPEDAGEM
POUSADA DEPRAIABRASIL,2025,HOSPEDAGEM 
POUSADA DEPRAIABRASIL,2022,HOSPEDAGEM
POUSADA DIANE,2025,HOSPEDAGEM 
POUSADA DO LAGO,2025,HOSPEDAGEM 
POUSADA DO PAIVA,2019,HOSPEDAGEM 
POUSADA DO PAIVA,2018,HOSPEDAGEM
POUSADA DO PAIVA,2014,HOSPEDAGEM
POUSADA DO PAIVA,2013,HOSPEDAGEM
POUSADA DO PAIVA,2011 / 2012,HOSPEDAGEM
POUSADA DO PAIVA ,2024,HOSPEDAGEM 
POUSADA DOS CAPUCHINHOS,2025,HOSPEDAGEM 
POUSADA DOS CAPUCHINHOS,2019,HOSPEDAGEM 
POUSADA DOS COQUEIROS,2016,HOSPEDAGEM
POUSADA DOS COQUEIROS,2015,HOSPEDAGEM
POUSADA DOS COQUEIROS,2014,HOSPEDAGEM
POUSADA DOS COQUEIROS,2013,HOSPEDAGEM
POUSADA E RESTAURANTE CARCARÁ,2019,HOSPEDAGEM 
POUSADA E RESTAURANTE JUNDUH BRASIL,2022,ALIMENTAÇÃO FORA DO LAR
POUSADA E RESTAURANTE NOMADE KITE CAMP LTDA,2022,HOSPEDAGEM
POUSADA E RESTAURANTE PARAISO NATURAL ,2024,ALIMENTAÇÃO FORA DO LAR
POUSADA E RESTAURANTE PLANALTO,2023,HOSPEDAGEM
POUSADA E RESTAURANTE SOMBRA DOS COQUEIROS LTDA,2023,HOSPEDAGEM
POUSADA EMÍDIO,2023,HOSPEDAGEM
POUSADA EMÍDIO,2022,HOSPEDAGEM
POUSADA GRUTA,2025,HOSPEDAGEM 
POUSADA GRUTA,2019,EMPRESA DE EVENTOS
POUSADA GRUTA,2018,HOSPEDAGEM
POUSADA HIBISCO,2022,HOSPEDAGEM
POUSADA ICARAIZINHO PRAIA,2024,HOSPEDAGEM 
POUSADA ICARAIZINHO PRAIA,2023,HOSPEDAGEM
POUSADA ITAREMA RESIDENCE,2022,HOSPEDAGEM
POUSADA JANELAS DO MAR,2024,HOSPEDAGEM 
HOTEL JANGADAS,2017,HOSPEDAGEM
HOTEL JANGADAS,2016,HOSPEDAGEM
HOTEL JANGADAS,2015,HOSPEDAGEM
HOTEL JANGADAS,2014,HOSPEDAGEM
HOTEL JANGADAS,2011 / 2012,HOSPEDAGEM
HOTEL JANGADAS,2009 / 2010,HOSPEDAGEM
POUSADA JARDIM DOS ORIXÁS,2018,HOSPEDAGEM
POUSADA JERI ,2023,HOSPEDAGEM
POUSADA JERI DUNAS,2022,HOSPEDAGEM
POUSADA JERI DUNAS,2018,HOSPEDAGEM
POUSADA JERI DUNAS ,2024,HOSPEDAGEM 
POUSADA JERI DUNAS ,2019,HOSPEDAGEM 
POUSADA JERIBÁ,2024,HOSPEDAGEM 
POUSADA JERIBÁ,2023,HOSPEDAGEM
POUSADA JERIBÁ,2019,HOSPEDAGEM 
POUSADA JERIBÁ,2018,HOSPEDAGEM
POUSADA JERIBÁ,2017,HOSPEDAGEM
POUSADA JERIBÁ,2016,HOSPEDAGEM
POUSADA JERIBÁ,2015,HOSPEDAGEM
POUSADA JERIBÁ,2014,HOSPEDAGEM
POUSADA JERIBÁ,2009 / 2010,HOSPEDAGEM
POUSADA JUNDUH,2024,HOSPEDAGEM 
POUSADA KANALOA,2017,HOSPEDAGEM
POUSADA LA DOLCE VITA,2025,HOSPEDAGEM 
POUSADA LA DOLCE VITA,2024,HOSPEDAGEM 
POUSADA LA DOLCE VITA,2022,HOSPEDAGEM
POUSADA LA DOLCE VITA,2017,HOSPEDAGEM
POUSADA LATITUDE,2024,HOSPEDAGEM 
POUSADA LATITUDE,2023,HOSPEDAGEM
POUSADA LATITUDE,2022,HOSPEDAGEM
POUSADA LATITUDE,2019,HOSPEDAGEM 
POUSADA LATITUDE,2018,HOSPEDAGEM
POUSADA LATITUDE,2017,HOSPEDAGEM
POUSADA LATITUDE,2016,HOSPEDAGEM
POUSADA LATITUDE,2015,HOSPEDAGEM
POUSADA LATITUDE,2014,HOSPEDAGEM
POUSADA LATITUDE,2021,HOSPEDAGEM
POUSADA LE REVE,2014,HOSPEDAGEM
POUSADA LE RÊVE,2018,HOSPEDAGEM
POUSADA LE RÊVE,2017,HOSPEDAGEM
POUSADA LE RÊVE,2016,HOSPEDAGEM
POUSADA LE RÊVE,2015,HOSPEDAGEM
POUSADA LES ALIZES,2022,HOSPEDAGEM
POUSADA LIRIOS DO CAMPO,2024,HOSPEDAGEM 
POUSADA LOGRADOURO,2022,HOSPEDAGEM
POUSADA MATUSA,2025,HOSPEDAGEM 
POUSADA MEU PARAISO LAGOINHA,2025,HOSPEDAGEM 
POUSADA MORADA DO SOL,2023,HOSPEDAGEM
POUSADA PARAÍSO,2018,HOSPEDAGEM
POUSADA PARAÍSO,2017,HOSPEDAGEM
POUSADA PARAÍSO,2016,HOSPEDAGEM
POUSADA PARAÍSO,2015,HOSPEDAGEM
POUSADA PARAÍSO,2019,HOSPEDAGEM 
POUSADA PITOMBEIRA,2017,HOSPEDAGEM
POUSADA PITOMBEIRA,2016,HOSPEDAGEM
POUSADA PITOMBEIRA,2015,HOSPEDAGEM
POUSADA PITOMBEIRA,2014,HOSPEDAGEM
POUSADA PITOMBEIRA,2013,HOSPEDAGEM
POUSADA PITOMBEIRA,2011 / 2012,HOSPEDAGEM
POUSADA PITOMBEIRA,2009 / 2010,HOSPEDAGEM
POUSADA PLANALTO,2022,HOSPEDAGEM
POUSADA PLANALTO,2019,HOSPEDAGEM 
POUSADA PLANALTO,2018,HOSPEDAGEM
POUSADA PLANALTO,2017,HOSPEDAGEM
POUSADA PLANALTO,2016,HOSPEDAGEM
POUSADA PURA VIDA,2015,HOSPEDAGEM
POUSADA RAMILLOS,2022,HOSPEDAGEM
POUSADA RANCHO DO PEIXE,2024,ALIMENTAÇÃO FORA DO LAR
POUSADA RANCHO DO PEIXE,2009 / 2010,HOSPEDAGEM
POUSADA RED HOUSE,2016,HOSPEDAGEM
POUSADA RESIDENCE OCEANUS,2014,HOSPEDAGEM
POUSADA SANTO ANDRÉ – O APÓSTOLO,2015,HOSPEDAGEM
POUSADA SÃO PEDRO,2024,HOSPEDAGEM 
POUSADA SERRA BELA,2024,HOSPEDAGEM 
POUSADA SERRA VERDE,2022,HOSPEDAGEM
POUSADA SERRA VERDE,2019,EMPRESA DE EVENTOS
POUSADA SERRA VERDE,2016,HOSPEDAGEM
POUSADA SERRA VERDE,2015,HOSPEDAGEM
POUSADA SERRANA,2023,HOSPEDAGEM
POUSADA SERRANA,2022,HOSPEDAGEM
POUSADA SÍTIO IPÊ,2014,HOSPEDAGEM
POUSADA SÍTIO IPÊ,2018,HOSPEDAGEM
POUSADA SOL & LUA,2011 / 2012,HOSPEDAGEM
POUSADA SOL & LUA,2009 / 2010,HOSPEDAGEM
POUSADA SOL & LUA,2016,HOSPEDAGEM
POUSADA SOL & LUA,2013,HOSPEDAGEM
POUSADA SOLLARI,2024,HOSPEDAGEM 
POUSADA SOLONÓPOLE,2022,HOSPEDAGEM
POUSADA SOLONÓPOLE,2024,HOSPEDAGEM 
POUSADA SOLONÓPOLE,2023,HOSPEDAGEM
POUSADA SOLONÓPOLE,2019,HOSPEDAGEM 
POUSADA SOLONÓPOLE,2018,HOSPEDAGEM
POUSADA SOMBRA DO JUÁ,2014,HOSPEDAGEM
POUSADA SURFING JERI,2018,HOSPEDAGEM
POUSADA SURFING JERI,2017,HOSPEDAGEM
POUSADA TRANQUILANDIA VILLAGE,2024,HOSPEDAGEM 
POUSADA TRANQUILANDIA VILLAGE,2023,HOSPEDAGEM
POUSADA TRANQUILANDIA VILLAGE,2022,HOSPEDAGEM
POUSADA VARANDA AMAR,2024,HOSPEDAGEM 
POUSADA VELHO CHICO,2023,HOSPEDAGEM
POUSADA VELHO CHICO ,2024,HOSPEDAGEM 
POUSADA VENTO DE JERI,2019,HOSPEDAGEM 
POUSADA VENTO DE JERI,2018,HOSPEDAGEM
POUSADA VENTO DE JERI,2017,HOSPEDAGEM
POUSADA VENTO DE JERI,2023,HOSPEDAGEM
POUSADA VENTO DE JERI,2022,HOSPEDAGEM
POUSADA VENTO VINTE,2025,HOSPEDAGEM 
POUSADA VENTOS DO GUAJIRU,2022,HOSPEDAGEM
POUSADA VILA KALANGO,2023,HOSPEDAGEM
POUSADA VILA KALANGO ,2024,HOSPEDAGEM 
POUSADA VILA VAGALUME,2024,HOSPEDAGEM 
POUSADA VILLA MANGO,2023,HOSPEDAGEM
POUSADA VILLA PONTINHA,2025,HOSPEDAGEM 
PRAIA DAS FONTES HOTEL & RESORT,2018,HOSPEDAGEM
PRAIA DAS FONTES HOTEL & RESORT,2016,HOSPEDAGEM
PRAIA DAS FONTES HOTEL E RESORT,2014,HOSPEDAGEM
PRÁTICA EVENTOS,2023,EMPRESA DE EVENTOS
PRÁTICA EVENTOS,2022,EMPRESA DE EVENTOS
PRÁTICA EVENTOS,2019,EMPRESA DE EVENTOS
PRÁTICA EVENTOS,2018,EMPRESA DE EVENTOS
PRÁTICA EVENTOS,2016,EMPRESA DE EVENTOS
PRÁTICA EVENTOS,2014,EMPRESA DE EVENTOS
PRÁTICA EVENTOS,2013,EMPRESA DE EVENTOS
PRÁTICA EVENTOS,2011 / 2012,EMPRESA DE EVENTOS
PRÁTICA EVENTOS,2009 / 2010,EMPRESA DE EVENTOS
PRÁTICA EVENTOS,2024,EMPRESA DE EVENTOS
PREMIBEER CERVEJARIA LTDA,2023,ALIMENTAÇÃO FORA DO LAR
PREMIBEER CERVEJARIA LTDA,2022,ALIMENTAÇÃO FORA DO LAR
PREMIBEER CERVEJARIA LTDA,2024,ALIMENTAÇÃO FORA DO LAR
PREMIUM GASTROBAR,2019,ALIMENTAÇÃO FORA DO LAR
PREMIUM HOTEL,2022,HOSPEDAGEM
PREMIUM HOTEL,2019,HOSPEDAGEM 
PREMIUM HOTEL,2017,HOSPEDAGEM
PREZIOSA,2023,SERVIÇOS DE ESTÉTICA
PRIMO PIATO,2024,ALIMENTAÇÃO FORA DO LAR
PRIMO PIATO,2023,ALIMENTAÇÃO FORA DO LAR
PRISCILA OLIVEIRA DE SOUSA RESTAURANTE,2023,ALIMENTAÇÃO FORA DO LAR
PROATIVA EVENTOS,2025,EMPRESA DE EVENTOS
PROFITNESS MACHINE ACADEMIA,2023,ACADEMIA
"PROLIMPO ATACADO E VAREJO EM HIGIENE, LIMPEZA E DESCARTAVEIS LTDA",2024,LOJAS DE VAREJO
PRONTO CLINICA DE FORTALEZA,2023,SERVIÇOS DE SAÚDE
PROSPERALI REFEIÇÕES COLETIVAS,2022,ALIMENTAÇÃO FORA DO LAR
PROVIDA E SAÚDE ESPAÇO ESTÉTICA,2024,SERVIÇOS DE SAÚDE
PRUMAR  AÇAITERIA,2023,ALIMENTAÇÃO FORA DO LAR
PURA VIDA BEACH HOUSE,2022,HOSPEDAGEM
QUIONDA FAST FOOD,2019,ALIMENTAÇÃO FORA DO LAR
R GYM,2023,ACADEMIA
R R GYM,2024,ACADEMIA
RAFA’S GOUMERT,2014,ALIMENTAÇÃO FORA DO LAR
RAFA’S GOUMERT,2017,ALIMENTAÇÃO FORA DO LAR
RAFA’S GOUMERT,2016,ALIMENTAÇÃO FORA DO LAR
RAFA’S GOUMERT,2015,ALIMENTAÇÃO FORA DO LAR
RAMILOS HOTELARIA LTDA,2024,HOSPEDAGEM 
RAMILOS HOTELARIA LTDA,2023,HOSPEDAGEM
RANCHO DO PEIXE,2023,ALIMENTAÇÃO FORA DO LAR
RAPI 10 COMERCIO E SERVICOS DE LIMPEZA,2024,LOJAS DE VAREJO
REALTUR TURISMO,2023,AGÊNCIA DE VIAGENS 
RECANTO DO BARÃO POUSADA,2023,HOSPEDAGEM
RECANTO DO BARÃO POUSADA,2019,HOSPEDAGEM 
RECANTO DO BARÃO POUSADA,2024,HOSPEDAGEM 
RECANTO DO BARÃO POUSADA,2017,HOSPEDAGEM
RECANTO DO BARÃO POUSADA,2011 / 2012,HOSPEDAGEM
REMANSO HOTEL DA SERRA,2014,HOSPEDAGEM
REMANSO HOTEL DE SERRA,2022,HOSPEDAGEM
REMANSO HOTEL DE SERRA,2024,HOSPEDAGEM 
REMANSO HOTEL DE SERRA,2023,HOSPEDAGEM
REMANSO HOTEL DE SERRA,2019,HOSPEDAGEM 
REMANSO HOTEL DE SERRA,2018,HOSPEDAGEM
REMANSO HOTEL DE SERRA,2017,HOSPEDAGEM
REMANSO HOTEL DE SERRA,2016,HOSPEDAGEM
REMANSO HOTEL DE SERRA,2015,HOSPEDAGEM
REMANSO HOTEL DE SERRA,2013,HOSPEDAGEM
REMANSO HOTEL DE SERRA,2011 / 2012,HOSPEDAGEM
RESENHA GASTROBAR,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE 44,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE 5 ESTRELAS - FABIO RODRIGUES PINTO,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE ÁGUA VIVA,2015,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE ÁGUA VIVA,2013,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE AREIAS COLORIDAS,2016,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE AREIAS COLORIDAS,2014,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE AREIAS COLORIDAS,2015,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE AREIAS COLORIDAS,2013,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE AREIAS COLORIDAS,2011 / 2012,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE AREIAS COLORIDAS,2009 / 2010,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE AROMA ICARAIZINHO,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE AROMA ICARAIZINHO,2022,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE BASÍLICO,2014,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE BEIRA MAR,2019,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE BEIRA MAR,2015,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE BEIRA MAR,2013,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE BEM ME QUER,2018,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE BENJAMIM XAVIER LTDA,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE BENJAMIM XAVIER LTDA,2024,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE BEZERRA,2018,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE BOM MOTIVO,2016,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE BOM MOTIVO,2011 / 2012,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE BOM MOTIVO,2009 / 2010,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE CACIQUE,2017,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE CACIQUE,2016,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE CACIQUE,2015,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE CACIQUE,2014,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE CACIQUE,2024,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE CACIQUE,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE CANTINHO DO FRANGO SUL,2022,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE CARAVELA,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE CARAVELA ,2024,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE CARNEIRO DO DINIZ,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE CAROÁ,2015,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE CÍCERO’S,2013,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE CONIMAKI,2013,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE COSTA VERDE,2016,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE DA FAZENDA SANTO EXPEDITO,2024,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE DA TOINHA,2025,ALIMENTAÇÃO FORA DO LAR
DELÍCIAS DAS JANGADAS,2015,ALIMENTAÇÃO FORA DO LAR
DELÍCIAS DAS JANGADAS,2011 / 2012,ALIMENTAÇÃO FORA DO LAR
DELÍCIAS DAS JANGADAS,2019,ALIMENTAÇÃO FORA DO LAR
DELÍCIAS DAS JANGADAS,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE DOM CHURRASCO,2017,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE DONACARMO LTDA,2025,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE E PIZZARIA HUED LTDA - PIZZA VILLAS,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE E PIZZARIA MOINHO DOS VENTOS ,2024,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE E PIZZARIA NOSSO BAR,2019,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE E PIZZARIA ONDA DO MAR,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE E PIZZARIA PAU D´ARCO,2022,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE E PIZZARIA PAU D´ARCO,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE E PIZZARIA PAU D´ARCO,2016,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE E PIZZARIA PAU D´ARCO,2021,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE E PIZZARIA PAU D´ARCO,2015,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE E PIZZARIA PAU D´ARCO,2024,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE E PIZZARIA PAU D´ARCO,2017,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE E POUSADA HIBISCO,2024,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE E POUSADA HIBISCO,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE ENCOSTA DA SERRA,2016,HOSPEDAGEM
RESTAURANTE FINO SABOR,2019,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE GALINHA CAIPIRA,2024,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE GALINHA CAIPIRA,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE GALINHA CAIPIRA,2022,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE HABACUQUE,2017,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE JUNDUH BRASIL,2024,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE JUNDUH BRASIL,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE KANTO DO MAR,2017,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE MAIS KI RAPAIZ,2025,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE MANACÁ,2025,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE MANACÁ DA SERRA,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE MANZARI RECEPTIVO,2013,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE MARÉ ALTA FLECHEIRAS,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE MARIA BASTOS,2024,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE MARIA BONITA,2019,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE MARIA BONITA,2018,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE MARIA FLOR,2019,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE MARÍTIMO ,2024,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE MEU BHAR,2024,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE MIZAKI,2013,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE NEVOAR,2019,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE NEVOAR,2018,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE NOSSO BAR,2018,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE NOVA ESPERANÇA ,2024,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE PALADARIS,2013,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE PÁTIO GRILL,2024,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE PÁTIO GRILL,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE PIMENTA VERDE,2017,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE PIMENTA VERDE,2016,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE PIMENTA VERDE,2013,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE PIZZARIA PIAZZA ITÁLIA,2018,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE RAÍZES,2015,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE RAÍZES,2011 / 2012,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE RAÍZES,2016,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE RAÍZES,2013,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE REGINA BENEVIDES,2017,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE SABOR DAS GERAIS,2017,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE SÃO FRANCISCO,2024,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE SÃO FRANCISCO,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE SÃO FRANCISCO,2022,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE SEU LOURENÇO,2018,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE SEU LOURENÇO,2019,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE SILVESTRE,2024,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE SÓ BAIÃO,2017,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE SÓ BAIÃO,2016,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE SÓ BAIÃO - 1,2018,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE SÓ BAIÃO - 2,2018,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE SOL,2023,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE SOL ,2024,ALIMENTAÇÃO FORA DO LAR
TABERNA DA CARNE,2015,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE TERRA DO SOL,2016,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE TERRA DO SOL,2015,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE TERRA DO SOL,2014,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE TERRA DO SOL,2011 / 2012,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE TERRA DO SOL,2009 / 2010,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE VILLA BOHÊMIA,2017,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE VILLA BOHÊMIA,2016,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE VILLA BOHÊMIA,2015,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE VÓ DARCI,2016,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE W.FREITAS,2015,ALIMENTAÇÃO FORA DO LAR
RESTAURANTE ZÉ BEZERRA,2015,ALIMENTAÇÃO FORA DO LAR
RESTAURANTES DEL PRIMO LTDA,2025,ALIMENTAÇÃO FORA DO LAR
RETIFICA GUAXINIM,2022,MANUTENÇÃO DE VEÍCULOS
RETIFICA GUAXINIM - TAUÁ,2022,MANUTENÇÃO DE VEÍCULOS
ROCK & RIBS,2017,ALIMENTAÇÃO FORA DO LAR
ROMANOS HOTÉIS E EVENTOS,2014,HOSPEDAGEM
ROMANOS HOTÉIS E EVENTOS,2017,HOSPEDAGEM
